Position;Rank;Name;Uri;ImageUri;Industry;Country;Revenue;MarketValue;Headquarters;Ceo;Profits;Assets;State;SquareImage;Thumbnail
634;634;T&D Holdings;td-holdings;td-holdings;Life & Health Insurance;Japan;16215,0;10331,0;Japan;Kenji Nakagome;601,7;135548,0;;;
1060;1060;TCL Corp;tcl;no-pic;Consumer Electronics;China;16790,0;7041,0;China;Dong Li;444,7;25926,0;;;
769;769;TD Ameritrade Holding;td-ameritrade-holding;td-ameritrade-holding;Investment Services;United States;4571,0;34938,0;Nebraska;Timothy Hockey;1010,0;38554,0;Nebraska;;
54;54;TD Bank Group;td-bank-group;td-bank-group;Major Banks;Canada;35741,0;107762,0;Canada;Bharat Masrani;7918,2;1028093,0;;//specials-images.forbesimg.com/imageserve/5a67bf314bbe6f2652f36244/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5a67bf314bbe6f2652f36244/280x425.jpg?fit=scale&background=000000
961;961;TDK;tdk;tdk;Electronics;Japan;11475,0;11877,0;Japan;Takehiro Kamigama;572,6;17915,0;;;
570;570;TE Connectivity;te-connectivity;te-connectivity;Electronics;Switzerland;14048,0;33116,0;Switzerland;Terrence Curtin;1319,0;19247,0;;//specials-images.forbesimg.com/imageserve/5911fb544bbe6f09a17a9725/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5911fb544bbe6f09a17a9725/280x425.jpg?fit=scale&background=000000
681;681;TELUS;telus;telus;Telecommunications services;Canada;10171,0;21251,0;Canada;Darren Entwistle;1124,8;23583,0;;;
446;445;TJX Cos;tjx-cos;tjx-cos;Apparel/Footwear Retail;United States;35865,0;52718,0;Massachusetts;Ernie Herrman;2607,9;14058,0;Massachusetts;;
1752;1752;TP ICAP;tp-icap;no-pic;Investment Services;United Kingdom;2286,0;3351,0;United Kingdom;John Phizackerley;112,0;50556,0;;;
790;790;TUI;tui;tui;Business & Personal Services;Germany;21340,0;13982,0;Germany;Friedrich Joussen;777,3;15602,0;;;
1893;1893;Tahoe Group;tahoe-group;no-pic;;China;3647,0;5100,0;China;Ping Yong;321,6;36106,0;;;
767;767;Taisei;taisei;taisei;Construction Services;Japan;14305,0;12425,0;Japan;Takashi Yamauchi;1144,0;18155,0;;;
1439;1439;Taishin Financial Holdings;taishin-financial-holdings;taishin-financial-holdings;Investment Services;Taiwan;1731,0;4901,0;Taiwan;Hae-Wook Lee;451,5;59526,0;;;
1722;1722;Taiwan Business Bank;taiwan-business-bank;taiwan-business-bank;Regional Banks;Taiwan;1010,0;1907,0;Taiwan;Rueen-Fong Chu;165,7;53232,0;;;
1256;1255;Taiwan Cooperative Financial;taiwan-cooperative-financial;taiwan-cooperative-financial;Regional Banks;Taiwan;2975,0;7114,0;Taiwan;Tsan-Chang Liao;470,6;114641,0;;;
1792;1791;Taiwan Mobile;taiwan-mobile;taiwan-mobile;Telecommunications services;Taiwan;3956,0;12297,0;Taiwan;Chun Cheng;457,0;5325,0;;;
118;118;Taiwan Semiconductor;taiwan-semiconductor;taiwan-semiconductor;Semiconductors;Taiwan;33064,0;203024,0;Taiwan;Te Liu;11513,8;70280,0;;;
400;400;Takeda Pharmaceutical;takeda-pharmaceutical;takeda-pharmaceutical;Pharmaceuticals;Japan;15925,0;33396,0;Japan;Masanobu Komoda;1695,9;39153,0;;;
508;508;Talanx;talanx;talanx;Diversified Insurance;Germany;37965,0;10544,0;Germany;Torsten Leue;758,0;182649,0;;;
1814;1814;Tapestry;tapestry;tapestry;Apparel/Footwear Retail;United States;5530,0;13251,0;New York;Victor Luís;337,5;6588,0;New York;//specials-images.forbesimg.com/imageserve/5cd9d07f5ea6490008c85180/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5cd9d07f5ea6490008c85180/280x425.jpg?fit=scale&background=000000
1411;1411;Targa Resources;targa-resources;targa-resources;Oil & Gas Operations;United States;9238,0;10561,0;Texas;Bob Perkins;196,0;14753,0;Texas;;
242;242;Target;target;target;Discount Stores;United States;71879,0;37649,0;Minnesota;Brian Cornell;2934,0;38999,0;Minnesota;//specials-images.forbesimg.com/imageserve/5cd9d263169cc600095f2398/416x416.jpg?background=000000&cropX1=0&cropX2=1200&cropY1=0&cropY2=1200;http://specials-images.forbesimg.com/imageserve/5cd9d263169cc600095f2398/280x425.jpg?fit=scale&background=000000
404;404;Tata Consultancy Services;tata-consultancy-services;tata-consultancy-services;Computer Services;India;19096,0;98445,0;India;Rajesh Gopinathan;4006,1;16298,0;;;
385;385;Tata Motors;tata-motors;tata-motors;Auto & Truck Manufacturers;India;43028,0;16816,0;India;Günter Butschek;1713,8;44606,0;;;
1007;1007;Tata Steel;tata-steel;tata-steel;Iron & Steel;India;19867,0;10155,0;India;Thachat Narendran;303,1;26672,0;;;
577;577;Tatneft;tatneft;tatneft;Oil & Gas Operations;Russia;11949,0;25551,0;Russia;Nail Maganov;2111,1;19236,0;;;
1621;1621;Taylor Wimpey;taylor-wimpey;taylor-wimpey;Construction Services;United Kingdom;5106,0;8672,0;United Kingdom;Peter Redfern;715,1;6720,0;;;
1441;1441;Tech Data;tech-data;tech-data;Electronics;United States;36775,0;3133,0;Florida;Robert Dutkowsky;116,6;12653,0;Florida;;
1913;1912;Tech Mahindra;tech-mahindra;tech-mahindra;;India;4640,0;9693,0;India;Chander Gurnani;486,4;4516,0;;;
937;936;Technipfmc;technipfmc;no-pic;Oil Services & Equipment;United Kingdom;14810,0;14789,0;United Kingdom;C. Vijayakumar;227,1;28528,0;;;
1553;1553;Techtronic Industries;techtronic-industries;no-pic;Household/Personal Care;Hong Kong;6064,0;11191,0;Hong Kong;Joseph Galli Jr.;470,6;5598,0;;;
606;606;Teck Resources;teck-resources;teck-resources;Diversified Metals & Mining;Canada;9541,0;15956,0;Canada;Donald Lindsay;2100,5;29392,0;;;
1986;1985;Telecom Argentina;telecom-argentina;no-pic;Telecommunications services;Argentina;3945,0;10178,0;Argentina;Carlos Moltini;460,8;3149,0;;;
378;378;Telecom Italia;telecom-italia;telecom-italia;Telecommunications services;Italy;22365,0;20241,0;Italy;Amos Genish;1264,4;83642,0;;;
123;123;Telefónica;telefonica;telefonica;Telecommunications services;Spain;59676,0;51115,0;Spain;José María López;3399,5;141157,0;;;
493;493;Telenor;telenor;telenor;Telecommunications services;Norway;14957,0;32374,0;Norway;Sigve Brekke;1576,3;25022,0;;;
723;723;Teliasonera;telia;no-pic;Telecommunications services;Sweden;9646,0;21940,0;Sweden;Johan Dennelind;673,9;30112,0;;;
720;720;Telkom Indonesia;telkom-indonesia;telkom-indonesia;Telecommunications services;Indonesia;9642,0;25777,0;Indonesia;Alex Sinaga;1576,9;15006,0;;;
364;364;Telstra;telstra;telstra;Telecommunications services;Australia;19907,0;28682,0;Australia;Andrew Penn;2915,1;32993,0;;;
503;503;Tenaga Nasional;tenaga-nasional;tenaga-nasional;Electric Utilities;Malaysia;11043,0;23084,0;Malaysia;Azman Mohammed;1923,0;35650,0;;;
1055;1055;Tenaris;tenaris;tenaris;Oil Services & Equipment;Luxembourg;5967,0;23019,0;Luxembourg;Paolo Rocca;565,9;14724,0;;;
106;105;Tencent Holdings;tencent-holdings;tencent-holdings;Computer Services;China;35269,0;491253,0;China;Hua Ma;10605,5;85177,0;;;
1270;1270;Tenet Healthcare;tenet-healthcare;tenet-healthcare;Healthcare Services;United States;19065,0;3335,0;Texas;Ronald Rittenmeyer;-552,0;23184,0;Texas;;
1189;1189;Terna;terna;terna;Electric Utilities;Italy;2463,0;11706,0;Italy;Luigi Ferraris;776,4;20447,0;;;
1188;1186;Ternium;ternium;ternium;Iron & Steel;Luxembourg;9720,0;7841,0;Luxembourg;Máximo Vedoya;905,0;12415,0;;;
1151;1151;Terumo;terumo;terumo;Medical Equipment & Supplies;Japan;5303,0;20082,0;Japan;Shinjiro Sato;823,7;9635,0;;;
276;276;Tesco;tesco;tesco;Food Retail;United Kingdom;75377,0;32657,0;United Kingdom;David Lewis;1298,0;61813,0;;;
811;811;Tesla;tesla;tesla;Auto & Truck Manufacturers;United States;12471,0;51118,0;California;Elon Musk;-2340,7;27271,0;California;//specials-images.forbesimg.com/imageserve/5cd9d32d5218470008b09957/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5cd9d32d5218470008b09957/280x425.jpg?fit=scale&background=000000
704;704;Teva Pharmaceutical;teva-pharmaceutical;teva-pharmaceutical;Pharmaceuticals;Israel;21830,0;19596,0;Israel;Kåre Schultz;-15836,4;69181,0;;;
412;412;Texas Instruments;texas-instruments;texas-instruments;Semiconductors;United States;15348,0;106947,0;Texas;Richard Templeton;4017,0;17507,0;Texas;;
998;998;Textron;textron;textron;Conglomerates;United States;14401,0;16845,0;Rhode Island;Scott Donnelly;395,0;14968,0;Rhode Island;;
1125;1123;Thai Beverage;thai-beverage;thai-beverage;Beverages;Thailand;5563,0;15232,0;Thailand;Thapana Sirivadhanabhakdi;873,6;12569,0;;;
1451;1451;Thai Oil;thai-oil;thai-oil;Oil & Gas Operations;Thailand;9943,0;5765,0;Thailand;Atikom Terbsiri;732,5;6999,0;;;
533;532;Thales;thales;thales;Aerospace & Defense;France;17816,0;28030,0;France;Florentino Rodríguez;926,8;28017,0;;;
1957;1957;Thanachart Capital;thanachart-capital;thanachart-capital;Major Banks;Thailand;2015,0;1847,0;Thailand;Suphadej Poonpipat;220,7;32815,0;;;
668;668;The Estée Lauder Companies;estee-lauder;estee-lauder;Household/Personal Care;United States;13282,0;51455,0;New York;Fabrizio Freda;1151,0;12772,0;New York;//specials-images.forbesimg.com/imageserve/5ac3e71f31358e4112b6b7b5/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5ac3e71f31358e4112b6b7b5/280x425.jpg?fit=scale&background=000000
240;240;Thermo Fisher Scientific;thermo-fisher-scientific;thermo-fisher-scientific;Precision Healthcare Equipment;United States;22006,0;87123,0;Massachusetts;Marc Casper;2252,5;56580,0;Massachusetts;;
1984;1983;Thomas Cook Group;thomas-cook-group;thomas-cook-group;Business & Personal Services;United Kingdom;11409,0;2833,0;United Kingdom;Peter Fankhauser;16,5;8875,0;;;
555;555;Thomson Reuters;thomson-reuters;thomson-reuters;Printing & Publishing;Canada;11331,0;26795,0;Canada;Jim Smith;1383,2;26480,0;;//specials-images.forbesimg.com/imageserve/5cd9d422169cc600095f24ad/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5cd9d422169cc600095f24ad/280x425.jpg?fit=scale&background=000000
1896;1895;Thor Industries;thor-industries;no-pic;Recreational Products;United States;8153,0;5061,0;Indiana;Robert Martin;438,9;2709,0;Indiana;;
724;724;ThyssenKrupp Group;thyssenkrupp-group;thyssenkrupp-group;Conglomerates;Germany;46861,0;17258,0;Germany;Heinrich Hiesinger;-941,8;40671,0;;//specials-images.forbesimg.com/imageserve/5a317de7a7ea430739478eb2/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5a317de7a7ea430739478eb2/280x425.jpg?fit=scale&background=000000
160;159;Time Warner;time-warner;time-warner;Broadcasting & Cable;United States;31532,0;73389,0;New York;Jeffrey Bewkes;5453,0;68997,0;New York;;
1607;1606;Tingyi Holding;tingyi-holding;tingyi-holding;Food Processing;China;8726,0;11177,0;China;Chun-Hsien Wei;269,6;8308,0;;;
1693;1692;Toho Bank;toho-bank;toho-bank;Regional Banks;Japan;611,0;986,0;Japan;Seishi Kitamura;66,2;56673,0;;;
1009;1009;Tohoku Electric Power;tohoku-electric-power;tohoku-electric-power;Electric Utilities;Japan;18689,0;6584,0;Japan;Makoto Kaiwa;426,0;39701,0;;;
190;190;Tokio Marine Holdings;tokio-marine-holdings;tokio-marine-holdings;Property & Casualty Insurance;Japan;47641,0;35929,0;Japan;Tsuyoshi Nagano;1828,7;206911,0;;;
1118;1118;Tokyo Century;tokyo-century;no-pic;Rental & Leasing;Japan;9133,0;7153,0;Japan;Toshihito Tamba;463,1;35350,0;;;
414;414;Tokyo Electric Power;tokyo-electric-power;tokyo-electric-power;Electric Utilities;Japan;52791,0;8233,0;Japan;Takashi Kawamura;2869,9;118400,0;;;
746;746;Tokyo Electron;tokyo-electron;tokyo-electron;Semiconductors;Japan;10202,0;32884,0;Japan;Toshiki Kawai;1844,0;11365,0;;//specials-images.forbesimg.com/imageserve/5a14552ba7ea432f2e73bc5d/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5a14552ba7ea432f2e73bc5d/280x425.jpg?fit=scale&background=000000
808;808;Tokyo Gas;tokyo-gas;tokyo-gas;Natural Gas Utilities;Japan;16036,0;12192,0;Japan;Michiaki Hirose;676,6;21953,0;;;
1771;1769;Tokyo TY Financial Group;tokyo-kiraboshi-financial-group;no-pic;Regional Banks;Japan;731,0;818,0;Japan;Takashi Sakamoto;54,2;49078,0;;;
971;971;Tokyu;tokyu;tokyu;Railroads;Japan;10273,0;10243,0;Japan;Hirofumi Nomoto;632,5;21294,0;;;
1684;1683;Tokyu Fudosan;tokyu-fudosan;tokyu-fudosan;Real Estate;Japan;7815,0;4788,0;Japan;Yuji Okuma;317,5;20468,0;;;
1873;1871;Toll Brothers;toll-brothers;toll-brothers;Construction Services;United States;6070,0;6477,0;Pennsylvania;Douglas Yearley Jr.;597,2;9618,0;Pennsylvania;;
1937;1937;Tomony Holdings;tomony-holdings;tomony-holdings;Regional Banks;Japan;582,0;752,0;Japan;Seiji Toyama;104,6;33497,0;;;
1923;1923;Tongling Nonferrous Metals;tongling-nonferrous-metals;tongling-nonferrous-metals;Diversified Metals & Mining;China;12334,0;4321,0;China;Pei Jiang;91,6;7728,0;;;
1782;1782;Tongyang Life Insurance;tongyang-life-insurance;no-pic;Life & Health Insurance;South Korea;5551,0;1122,0;South Korea;Han-Suh Koo;102,5;28332,0;;;
1210;1210;Top Frontier Investment Holdings;top-frontier-investment-holdings;top-frontier-investment-holdings;Oil & Gas Operations;Philippines;16385,0;1682,0;Philippines;Ramon Ang;244,3;29984,0;;;
1318;1318;Toppan Printing;toppan-printing;toppan-printing;Printing & Publishing;Japan;12916,0;5344,0;Japan;Naoki Adachi;423,3;18981,0;;;
678;678;Toray Industries;toray-industries;toray-industries;Diversified Chemicals;Japan;19894,0;13655,0;Japan;Akihiro Nikkaku;865,4;24381,0;;;
1075;1075;Torchmark;torchmark;torchmark;Life & Health Insurance;United States;4202,0;9711,0;Texas;Gary Coleman;1494,2;23182,0;Texas;;
749;749;Toshiba;toshiba;toshiba;Electronics;Japan;38674,0;17040,0;Japan;Nobuaki Kurumatani;-3621,7;39864,0;;;
1544;1543;Tosoh;tosoh;tosoh;Diversified Chemicals;Japan;7424,0;5970,0;Japan;Kenichi Udagawa;801,2;8019,0;;;
26;26;Total;total;total;Oil & Gas Operations;France;155776,0;168012,0;France;Patrick Pouyanné;8391,1;257022,0;;;
1405;1403;Total System Services;total-system-services;total-system-services;Business & Personal Services;United States;4730,0;16099,0;Georgia;M. Woods;621,5;7532,0;Georgia;;
959;959;Towngas;towngas;towngas;Natural Gas Utilities;Hong Kong;4167,0;30007,0;Hong Kong;Alfred Chan Wing-kin;1055,5;16768,0;;;
1738;1736;Toyota Boshoku;toyota-boshoku;toyota-boshoku;Auto & Truck Parts;Japan;12627,0;3842,0;Japan;Shuhei Toyoda;385,8;7001,0;;;
435;435;Toyota Industries;toyota-industries;toyota-industries;Auto & Truck Parts;Japan;18081,0;19985,0;Japan;Tetsuro Toyoda;1517,4;49445,0;;;
12;12;Toyota Motor;toyota-motor;toyota-motor;Auto & Truck Manufacturers;Japan;265165,0;200682,0;Japan;Takeshi Uchiyamada;22502,2;473044,0;;//specials-images.forbesimg.com/imageserve/5cd9d4dc169cc600095f24b9/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5cd9d4dc169cc600095f24b9/280x425.jpg?fit=scale&background=000000
473;473;Toyota Tsusho;toyota-tsusho;toyota-tsusho;Trading Companies;Japan;58566,0;13142,0;Japan;Jun Karube;1175,0;40527,0;;;
1673;1672;Tractor Supply;tractor-supply;tractor-supply;Specialty Stores;United States;7375,0;8624,0;Tennessee;Gregory Sandfort;433,7;3208,0;Tennessee;;
360;360;TransCanada;transcanada;transcanada;Oil Services & Equipment;Canada;10468,0;39085,0;Canada;Russell Girling;2529,8;69041,0;;;
1364;1364;TransDigm Group;transdigm-group;transdigm-group;Aerospace & Defense;United States;3613,0;17503,0;Ohio;Kevin Stein;719,3;10395,0;Ohio;;
1778;1777;TransUnion;transunion;transunion;;United States;2016,0;12788,0;Illinois;James Peck;451,9;5164,0;Illinois;;
667;667;Transneft;transneft;transneft;Oil Services & Equipment;Russia;15161,0;4391,0;Russia;Nikolay Tokarev;3291,0;50485,0;;;
1378;1377;Transurban Group;transurban-group;transurban-group;Other Transportation;Australia;2270,0;19909,0;Australia;Louis Charlton;358,0;19577,0;;;
234;234;Travelers;travelers;travelers;Property & Casualty Insurance;United States;29258,0;35472,0;New York;Alan Schnitzer;2092,0;103676,0;New York;;
1295;1294;Turkish Airlines;turkish-airlines;turkish-airlines;Airline;Turkey;11699,0;5226,0;Turkey;Bilal Eksi;475,0;18507,0;;;
198;198;Twenty-First Century Fox;twenty-first-century-fox;twenty-first-century-fox;Diversified Media;United States;29207,0;70286,0;New York;James Murdoch;4020,0;53978,0;New York;;
1729;1729;Twitter;twitter;twitter;;United States;2560,0;24650,0;California;Dick Costolo;14,5;7539,0;California;;
1556;1556;Two Harbors Investment;two-harbors-investment;two-harbors-investment;Real Estate;United States;1117,0;2730,0;New York;Tom Siering;611,4;24077,0;New York;;
362;362;Tyson Foods;tyson-foods;tyson-foods;Food Processing;United States;39983,0;24612,0;Arkansas;Thomas Hayes;2787,0;28091,0;Arkansas;//specials-images.forbesimg.com/imageserve/5b90084fa7ea434b99d56615/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5b90084fa7ea434b99d56615/280x425.jpg?fit=scale&background=000000
1014;1014;UBI Banca;ubi-banca;ubi-banca;Regional Banks;Italy;5306,0;5834,0;Italy;Letizia Moratti;778,9;152953,0;;;
163;163;UBS;ubs;ubs;Major Banks;Switzerland;40340,0;61802,0;Switzerland;Sergio Ermotti;1452,7;960083,0;;;
1098;1098;UC Rusal;uc-rusal;uc-rusal;Aluminum;Cyprus;9970,0;3871,0;Cyprus;Evgeny Nikitin;1222,8;16013,0;;;
1223;1223;UCB;ucb;ucb;Pharmaceuticals;Belgium;5110,0;14162,0;Belgium;Jean-Christophe Tellier;849,3;11908,0;;;
1949;1948;UCO Bank;uco-bank;uco-bank;Regional Banks;India;2399,0;530,0;India;Ravi Takkar;-443,9;33373,0;;;
1383;1383;UGI;ugi;ugi;Natural Gas Utilities;United States;7209,0;8644,0;Pennsylvania;John Walsh;627,9;12445,0;Pennsylvania;;
1859;1858;UOL Group;uol-group;uol-group;Real Estate;Singapore;1523,0;5501,0;Singapore;Cho Yaw Wee;645,4;14684,0;;;
741;741;UPM-Kymmene;upm-kymmene;upm-kymmene;Paper & Paper Products;Finland;11733,0;19760,0;Finland;Jussi Pesonen;1217,7;15912,0;;;
109;109;US Bancorp;us-bancorp;us-bancorp;Major Banks;United States;24063,0;84587,0;Minnesota;Andrew Cecere;6391,0;460119,0;Minnesota;;
1273;1273;US Foods;us-foods;us-foods;Food Retail;United States;24181,0;7361,0;Illinois;Pietro Satriano;484,3;9174,0;Illinois;;
1429;1429;US Steel;us-steel;us-steel;Iron & Steel;United States;12675,0;6322,0;Pennsylvania;David Burritt;585,0;10026,0;Pennsylvania;;
1342;1341;Ulta Salon Cosmetcs & Fragrance;ulta-beauty;ulta-beauty;Specialty Stores;United States;5885,0;15128,0;Illinois;Mary Dillon;555,2;2964,0;Illinois;;
1312;1312;Ultrapar Participacoes;ultrapar-participacoes;ultrapar-participacoes;Oil & Gas Operations;Brazil;25489,0;8190,0;Brazil;Frederico Curado;397,7;8590,0;;;
1309;1309;Umicore;umicore;umicore;Diversified Metals & Mining;Belgium;13476,0;13865,0;Belgium;Marc Grynberg;239,1;6246,0;;;
812;812;Uni-President;uni-president;uni-president;Food Processing;Taiwan;13607,0;13365,0;Taiwan;Jung Hou;1322,7;14132,0;;;
113;113;UniCredit Group;unicredit;no-pic;Regional Banks;Italy;29007,0;47782,0;Italy;Jean-Pierre Mustier;6137,0;1004817,0;;;
659;659;Unibail-Rodamco;unibail-rodamco;unibail-rodamco;Real Estate;France;2344,0;23322,0;France;Christophe Cuvillier;2751,6;51924,0;;;
1635;1634;Unicaja Banco;unicaja-banco;no-pic;Major Banks;Spain;1514,0;3122,0;Spain;Enrique del Villar Boceta;172,6;71708,0;;;
1336;1336;Unicharm;unicharm;unicharm;Household/Personal Care;Japan;5922,0;17598,0;Japan;Takahisa Takahara;499,5;6780,0;;;
103;103;Unilever;unilever;unilever;Household/Personal Care;Netherlands;60587,0;155786,0;Netherlands;Paulus Polman;6827,4;72390,0;;;
1445;1445;Union Bank of India;union-bank-of-india;union-bank-of-india;Regional Banks;India;5700,0;1533,0;India;Rajkiran Rai;85,4;70323,0;;;
1742;1740;Union National Bank;union-national-bank;union-national-bank;Regional Banks;United Arab Emirates;1470,0;2734,0;United Arab Emirates;Gyu-Young Kim;426,6;29274,0;;;
175;175;Union Pacific;union-pacific;union-pacific;Railroads;United States;21583,0;109652,0;Nebraska;Lance Fritz;10950,0;57789,0;Nebraska;;
